,tweet,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
106,pemerintah indonesia melalui forum  mendorong peningkatan aksesibilitas di negara kepulauanpemerataan aks,"['pemerintah', 'indonesia', 'melalui', 'forum', 'mendorong', 'peningkatan', 'aksesibilitas', 'di', 'negara', 'kepulauanpemerataan', 'aks']","['pemerintah', 'indonesia', 'forum', 'mendorong', 'peningkatan', 'aksesibilitas', 'negara', 'kepulauanpemerataan', 'aks']","['perintah', 'indonesia', 'forum', 'dorong', 'tingkat', 'aksesibilitas', 'negara', 'kepulauanpemerataan', 'aks']"
107,penggunaan kendaraan listrik ini juga merupakan salah satu strategi untuk mencapai target indonesia menurunkan emisi se,"['penggunaan', 'kendaraan', 'listrik', 'ini', 'juga', 'merupakan', 'salah', 'satu', 'strategi', 'untuk', 'mencapai', 'target', 'indonesia', 'menurunkan', 'emisi', 'se']","['penggunaan', 'kendaraan', 'listrik', 'salah', 'strategi', 'mencapai', 'target', 'indonesia', 'menurunkan', 'emisi']","['guna', 'kendara', 'listrik', 'salah', 'strategi', 'capai', 'target', 'indonesia', 'turun', 'emisi']"
108,percepatan inklusi keuangan dan transformasi digital untuk mendorong pertumbuhan ekonomi berkelanjutan jadi salah ,"['percepatan', 'inklusi', 'keuangan', 'dan', 'transformasi', 'digital', 'untuk', 'mendorong', 'pertumbuhan', 'ekonomi', 'berkelanjutan', 'jadi', 'salah']","['percepatan', 'inklusi', 'keuangan', 'transformasi', 'digital', 'mendorong', 'pertumbuhan', 'ekonomi', 'berkelanjutan', 'salah']","['cepat', 'inklusi', 'uang', 'transformasi', 'digital', 'dorong', 'tumbuh', 'ekonomi', 'lanjut', 'salah']"
109,percepatan inklusi keuangan dan transformasi digital untuk mendorong pertumbuhan ekonomi berkelanjutan jadi salah satu fo,"['percepatan', 'inklusi', 'keuangan', 'dan', 'transformasi', 'digital', 'untuk', 'mendorong', 'pertumbuhan', 'ekonomi', 'berkelanjutan', 'jadi', 'salah', 'satu', 'fo']","['percepatan', 'inklusi', 'keuangan', 'transformasi', 'digital', 'mendorong', 'pertumbuhan', 'ekonomi', 'berkelanjutan', 'salah', 'fo']","['cepat', 'inklusi', 'uang', 'transformasi', 'digital', 'dorong', 'tumbuh', 'ekonomi', 'lanjut', 'salah', 'fo']"
110,persidangan pertama permohonan pergantian perwalian dan relokasi ketiga anak almh farah rasyid munif ke tanah air,"['persidangan', 'pertama', 'permohonan', 'pergantian', 'perwalian', 'dan', 'relokasi', 'ketiga', 'anak', 'almh', 'farah', 'rasyid', 'munif', 'ke', 'tanah', 'air']","['persidangan', 'permohonan', 'pergantian', 'perwalian', 'relokasi', 'ketiga', 'anak', 'almh', 'farah', 'rasyid', 'munif', 'tanah', 'air']","['sidang', 'mohon', 'ganti', 'wali', 'relokasi', 'tiga', 'anak', 'almh', 'farah', 'rasyid', 'munif', 'tanah', 'air']"
111,pertemuan  education working group edwg yang membahas dua agenda prioritas dan inisiatif kemendikbudristek,"['pertemuan', 'education', 'working', 'group', 'edwg', 'yang', 'membahas', 'dua', 'agenda', 'prioritas', 'dan', 'inisiatif', 'kemendikbudristek']","['pertemuan', 'education', 'working', 'group', 'edwg', 'membahas', 'agenda', 'prioritas', 'inisiatif', 'kemendikbudristek']","['temu', 'education', 'working', 'group', 'edwg', 'bahas', 'agenda', 'prioritas', 'inisiatif', 'kemendikbudristek']"
112,pertemuan ini berfokus pada agenda prioritas dari edwg yaitu pendidikan berkualitas universal dan teknologi digi,"['pertemuan', 'ini', 'berfokus', 'pada', 'agenda', 'prioritas', 'dari', 'edwg', 'yaitu', 'pendidikan', 'berkualitas', 'universal', 'dan', 'teknologi', 'digi']","['pertemuan', 'berfokus', 'agenda', 'prioritas', 'edwg', 'pendidikan', 'berkualitas', 'universal', 'teknologi', 'digi']","['temu', 'fokus', 'agenda', 'prioritas', 'edwg', 'didik', 'kualitas', 'universal', 'teknologi', 'digi']"
113,pertemuan ini berfokus pada agenda prioritas dari edwg yaitu pendidikan berkualitas universal dan teknologi digital ,"['pertemuan', 'ini', 'berfokus', 'pada', 'agenda', 'prioritas', 'dari', 'edwg', 'yaitu', 'pendidikan', 'berkualitas', 'universal', 'dan', 'teknologi', 'digital']","['pertemuan', 'berfokus', 'agenda', 'prioritas', 'edwg', 'pendidikan', 'berkualitas', 'universal', 'teknologi', 'digital']","['temu', 'fokus', 'agenda', 'prioritas', 'edwg', 'didik', 'kualitas', 'universal', 'teknologi', 'digital']"
114,pertemuan ini bertujuan membahas lebih lanjut kajiankajian cswg berdasarkan masukan dan saran dari negaranegara ,"['pertemuan', 'ini', 'bertujuan', 'membahas', 'lebih', 'lanjut', 'kajiankajian', 'cswg', 'berdasarkan', 'masukan', 'dan', 'saran', 'dari', 'negaranegara']","['pertemuan', 'bertujuan', 'membahas', 'kajiankajian', 'cswg', 'berdasarkan', 'masukan', 'saran', 'negaranegara']","['temu', 'tuju', 'bahas', 'kajiankajian', 'cswg', 'dasar', 'masuk', 'saran', 'negaranegara']"
115,pertemuan kedua digital economy working group dewg akan diselenggarakan pada mei di yogyakarta pertem,"['pertemuan', 'kedua', 'digital', 'economy', 'working', 'group', 'dewg', 'akan', 'diselenggarakan', 'pada', 'mei', 'di', 'yogyakarta', 'pertem']","['pertemuan', 'digital', 'economy', 'working', 'group', 'dewg', 'diselenggarakan', 'mei', 'yogyakarta', 'pertem']","['temu', 'digital', 'economy', 'working', 'group', 'dewg', 'selenggara', 'mei', 'yogyakarta', 'tem']"
116,pertemuan kedua digital economy working group dewg akan diselenggarakan pada mei di yogyakarta pertemuan ,"['pertemuan', 'kedua', 'digital', 'economy', 'working', 'group', 'dewg', 'akan', 'diselenggarakan', 'pada', 'mei', 'di', 'yogyakarta', 'pertemuan']","['pertemuan', 'digital', 'economy', 'working', 'group', 'dewg', 'diselenggarakan', 'mei', 'yogyakarta', 'pertemuan']","['temu', 'digital', 'economy', 'working', 'group', 'dewg', 'selenggara', 'mei', 'yogyakarta', 'temu']"
117,pertemuan kedua kelompok kerja pendidikan atau education working group edwg  membahas mengenai peningkatan kap,"['pertemuan', 'kedua', 'kelompok', 'kerja', 'pendidikan', 'atau', 'education', 'working', 'group', 'edwg', 'membahas', 'mengenai', 'peningkatan', 'kap']","['pertemuan', 'kelompok', 'kerja', 'pendidikan', 'education', 'working', 'group', 'edwg', 'membahas', 'peningkatan', 'kap']","['temu', 'kelompok', 'kerja', 'didik', 'education', 'working', 'group', 'edwg', 'bahas', 'tingkat', 'kap']"
118,pertemuan kedua mendasari agenda pembahasan pada agenda pertemuan ketiga di labuan bajo juli presidensi ,"['pertemuan', 'kedua', 'mendasari', 'agenda', 'pembahasan', 'pada', 'agenda', 'pertemuan', 'ketiga', 'di', 'labuan', 'bajo', 'juli', 'presidensi']","['pertemuan', 'mendasari', 'agenda', 'pembahasan', 'agenda', 'pertemuan', 'ketiga', 'labuan', 'bajo', 'juli', 'presidensi']","['temu', 'dasar', 'agenda', 'bahas', 'agenda', 'temu', 'tiga', 'labu', 'bajo', 'juli', 'presidensi']"
119,pertemuan kedua mendasari agenda pembahasan pada agenda pertemuan ketiga di labuan bajo juli presidensi,"['pertemuan', 'kedua', 'mendasari', 'agenda', 'pembahasan', 'pada', 'agenda', 'pertemuan', 'ketiga', 'di', 'labuan', 'bajo', 'juli', 'presidensi']","['pertemuan', 'mendasari', 'agenda', 'pembahasan', 'agenda', 'pertemuan', 'ketiga', 'labuan', 'bajo', 'juli', 'presidensi']","['temu', 'dasar', 'agenda', 'bahas', 'agenda', 'temu', 'tiga', 'labu', 'bajo', 'juli', 'presidensi']"
120,peserta delegasi negara dewg  diajak menikmati makan malam dan melihat pertunjukan sendratari dengan latar belak,"['peserta', 'delegasi', 'negara', 'dewg', 'diajak', 'menikmati', 'makan', 'malam', 'dan', 'melihat', 'pertunjukan', 'sendratari', 'dengan', 'latar', 'belak']","['peserta', 'delegasi', 'negara', 'dewg', 'diajak', 'menikmati', 'makan', 'malam', 'pertunjukan', 'sendratari', 'latar', 'belak']","['serta', 'delegasi', 'negara', 'dewg', 'ajak', 'nikmat', 'makan', 'malam', 'tunjuk', 'sendratari', 'latar', 'belak']"
121,planet yg layak huni utk smua manusia tanpa pandang status ekonomi gindonesia,"['planet', 'yg', 'layak', 'huni', 'utk', 'smua', 'manusia', 'tanpa', 'pandang', 'status', 'ekonomi', 'gindonesia']","['planet', 'layak', 'huni', 'smua', 'manusia', 'pandang', 'status', 'ekonomi', 'gindonesia']","['planet', 'layak', 'huni', 'smua', 'manusia', 'pandang', 'status', 'ekonomi', 'gindonesia']"
122,praktek terbaik dari jawa barat hunian yang produktif dan terjangkaugindonesia uindonesia pulihbersama,"['praktek', 'terbaik', 'dari', 'jawa', 'barat', 'hunian', 'yang', 'produktif', 'dan', 'terjangkaugindonesia', 'uindonesia', 'pulihbersama']","['praktek', 'terbaik', 'jawa', 'barat', 'hunian', 'produktif', 'terjangkaugindonesia', 'uindonesia', 'pulihbersama']","['praktek', 'baik', 'jawa', 'barat', 'huni', 'produktif', 'terjangkaugindonesia', 'uindonesia', 'pulihbersama']"
123,presiden joko widodo berkomunikasi via saluran telepon dengan presiden rusia vladimir putin terkait agenda ktt  komun,"['presiden', 'joko', 'widodo', 'berkomunikasi', 'via', 'saluran', 'telepon', 'dengan', 'presiden', 'rusia', 'vladimir', 'putin', 'terkait', 'agenda', 'ktt', 'komun']","['presiden', 'joko', 'widodo', 'berkomunikasi', 'via', 'saluran', 'telepon', 'presiden', 'rusia', 'vladimir', 'putin', 'terkait', 'agenda', 'ktt', 'komun']","['presiden', 'joko', 'widodo', 'komunikasi', 'via', 'salur', 'telepon', 'presiden', 'rusia', 'vladimir', 'putin', 'kait', 'agenda', 'ktt', 'komun']"
124,presiden joko widodo sedang bertolak ke amerika serikat sebagai salah satu jadwal kunjungan kerja berikut pernyata,"['presiden', 'joko', 'widodo', 'sedang', 'bertolak', 'ke', 'amerika', 'serikat', 'sebagai', 'salah', 'satu', 'jadwal', 'kunjungan', 'kerja', 'berikut', 'pernyata']","['presiden', 'joko', 'widodo', 'bertolak', 'amerika', 'serikat', 'salah', 'jadwal', 'kunjungan', 'kerja', 'pernyata']","['presiden', 'joko', 'widodo', 'tolak', 'amerika', 'serikat', 'salah', 'jadwal', 'kunjung', 'kerja', 'nyata']"
125,presiden jokowi tegaskan pentingnya implementasi rencana investasi usai bertemu chairman dan ceo air products seif,"['presiden', 'jokowi', 'tegaskan', 'pentingnya', 'implementasi', 'rencana', 'investasi', 'usai', 'bertemu', 'chairman', 'dan', 'ceo', 'air', 'products', 'seif']","['presiden', 'jokowi', 'tegaskan', 'implementasi', 'rencana', 'investasi', 'bertemu', 'chairman', 'ceo', 'air', 'products', 'seif']","['presiden', 'jokowi', 'tegas', 'implementasi', 'rencana', 'investasi', 'temu', 'chairman', 'ceo', 'air', 'products', 'seif']"
126,presiden dan ibu iriana jokowi tiba di washington dcyoutube pusaka,"['presiden', 'dan', 'ibu', 'iriana', 'jokowi', 'tiba', 'di', 'washington', 'dcyoutube', 'pusaka']","['presiden', 'iriana', 'jokowi', 'washington', 'dcyoutube', 'pusaka']","['presiden', 'iriana', 'jokowi', 'washington', 'dcyoutube', 'pusaka']"
127,presidensi  indonesia kembali menekankan pentingnya inklusi keuangan digital pembiayaan umkm guna mengurangi ,"['presidensi', 'indonesia', 'kembali', 'menekankan', 'pentingnya', 'inklusi', 'keuangan', 'digital', 'pembiayaan', 'umkm', 'guna', 'mengurangi']","['presidensi', 'indonesia', 'menekankan', 'inklusi', 'keuangan', 'digital', 'pembiayaan', 'umkm', 'mengurangi']","['presidensi', 'indonesia', 'tekan', 'inklusi', 'uang', 'digital', 'biaya', 'umkm', 'kurang']"
128,presidensi  indonesia kembali menekankan pentingnya inklusi keuangan digital pembiayaan umkm guna mengurangi kesenj,"['presidensi', 'indonesia', 'kembali', 'menekankan', 'pentingnya', 'inklusi', 'keuangan', 'digital', 'pembiayaan', 'umkm', 'guna', 'mengurangi', 'kesenj']","['presidensi', 'indonesia', 'menekankan', 'inklusi', 'keuangan', 'digital', 'pembiayaan', 'umkm', 'mengurangi', 'kesenj']","['presidensi', 'indonesia', 'tekan', 'inklusi', 'uang', 'digital', 'biaya', 'umkm', 'kurang', 'kesenj']"
129,presidensi  indonesia usulkan empat prinsip ukuran literasi digital yakni infrastruktur dan ekosistem literasi pember,"['presidensi', 'indonesia', 'usulkan', 'empat', 'prinsip', 'ukuran', 'literasi', 'digital', 'yakni', 'infrastruktur', 'dan', 'ekosistem', 'literasi', 'pember']","['presidensi', 'indonesia', 'usulkan', 'prinsip', 'ukuran', 'literasi', 'digital', 'infrastruktur', 'ekosistem', 'literasi', 'pember']","['presidensi', 'indonesia', 'usul', 'prinsip', 'ukur', 'literasi', 'digital', 'infrastruktur', 'ekosistem', 'literasi', 'pember']"
130,presidensi  indonesia usulkan empat prinsip ukuran literasi digital yakni infrastruktur dan ekosistem literasi,"['presidensi', 'indonesia', 'usulkan', 'empat', 'prinsip', 'ukuran', 'literasi', 'digital', 'yakni', 'infrastruktur', 'dan', 'ekosistem', 'literasi']","['presidensi', 'indonesia', 'usulkan', 'prinsip', 'ukuran', 'literasi', 'digital', 'infrastruktur', 'ekosistem', 'literasi']","['presidensi', 'indonesia', 'usul', 'prinsip', 'ukur', 'literasi', 'digital', 'infrastruktur', 'ekosistem', 'literasi']"
131,private finance dalam mewujudkan pembangunan berkelanjutan di negaranegara berkembang least developing countries,"['private', 'finance', 'dalam', 'mewujudkan', 'pembangunan', 'berkelanjutan', 'di', 'negaranegara', 'berkembang', 'least', 'developing', 'countries']","['private', 'finance', 'mewujudkan', 'pembangunan', 'berkelanjutan', 'negaranegara', 'berkembang', 'least', 'developing', 'countries']","['private', 'finance', 'wujud', 'bangun', 'lanjut', 'negaranegara', 'kembang', 'least', 'developing', 'countries']"
132,proporsi energi baru terbarukan ebt dalam pembangkit listrik di indonesia baru berkisar atau masih tertingg,"['proporsi', 'energi', 'baru', 'terbarukan', 'ebt', 'dalam', 'pembangkit', 'listrik', 'di', 'indonesia', 'baru', 'berkisar', 'atau', 'masih', 'tertingg']","['proporsi', 'energi', 'terbarukan', 'ebt', 'pembangkit', 'listrik', 'indonesia', 'berkisar', 'tertingg']","['proporsi', 'energi', 'baru', 'ebt', 'bangkit', 'listrik', 'indonesia', 'kisar', 'tertingg']"
133,rabu menkominfo johnny  plate didampingi chair dan alternate chair dewg melakukan konferen,"['rabu', 'menkominfo', 'johnny', 'plate', 'didampingi', 'chair', 'dan', 'alternate', 'chair', 'dewg', 'melakukan', 'konferen']","['rabu', 'menkominfo', 'johnny', 'plate', 'didampingi', 'chair', 'alternate', 'chair', 'dewg', 'konferen']","['rabu', 'menkominfo', 'johnny', 'plate', 'damping', 'chair', 'alternate', 'chair', 'dewg', 'konferen']"
134,rabu menkominfo johnny  plate didampingi chair dan alternate chair dewg melakukan konferensi pe,"['rabu', 'menkominfo', 'johnny', 'plate', 'didampingi', 'chair', 'dan', 'alternate', 'chair', 'dewg', 'melakukan', 'konferensi', 'pe']","['rabu', 'menkominfo', 'johnny', 'plate', 'didampingi', 'chair', 'alternate', 'chair', 'dewg', 'konferensi', 'pe']","['rabu', 'menkominfo', 'johnny', 'plate', 'damping', 'chair', 'alternate', 'chair', 'dewg', 'konferensi', 'pe']"
135,rumah tahanan negara kelas iimajene mengucapkanselamat memperingati hari pendidikan nasional tahun pimpin,"['rumah', 'tahanan', 'negara', 'kelas', 'iimajene', 'mengucapkanselamat', 'memperingati', 'hari', 'pendidikan', 'nasional', 'tahun', 'pimpin']","['rumah', 'tahanan', 'negara', 'kelas', 'iimajene', 'mengucapkanselamat', 'memperingati', 'pendidikan', 'nasional', 'pimpin']","['rumah', 'tahan', 'negara', 'kelas', 'iimajene', 'mengucapkanselamat', 'ingat', 'didik', 'nasional', 'pimpin']"
136,sabilulungan filosofi sunda yang lekat dengan gotong royong menjadi alasan dipilihnya bandung sebagai lokasi pert,"['sabilulungan', 'filosofi', 'sunda', 'yang', 'lekat', 'dengan', 'gotong', 'royong', 'menjadi', 'alasan', 'dipilihnya', 'bandung', 'sebagai', 'lokasi', 'pert']","['sabilulungan', 'filosofi', 'sunda', 'lekat', 'gotong', 'royong', 'alasan', 'dipilihnya', 'bandung', 'lokasi', 'pert']","['sabilulungan', 'filosofi', 'sunda', 'lekat', 'gotong', 'royong', 'alas', 'pilih', 'bandung', 'lokasi', 'pert']"
137,sahabatdikbud mendikbudristek membuka pertemuan kedua edwg  dengan menekankan gotong royong sbg pengg,"['sahabatdikbud', 'mendikbudristek', 'membuka', 'pertemuan', 'kedua', 'edwg', 'dengan', 'menekankan', 'gotong', 'royong', 'sbg', 'pengg']","['sahabatdikbud', 'mendikbudristek', 'membuka', 'pertemuan', 'edwg', 'menekankan', 'gotong', 'royong', 'sbg', 'pengg']","['sahabatdikbud', 'mendikbudristek', 'buka', 'temu', 'edwg', 'tekan', 'gotong', 'royong', 'sbg', 'pengg']"
138,sahabatdikbud mendikbudristek membuka pertemuan kedua edwg  dengan menekankan gotong royong sbg,"['sahabatdikbud', 'mendikbudristek', 'membuka', 'pertemuan', 'kedua', 'edwg', 'dengan', 'menekankan', 'gotong', 'royong', 'sbg']","['sahabatdikbud', 'mendikbudristek', 'membuka', 'pertemuan', 'edwg', 'menekankan', 'gotong', 'royong', 'sbg']","['sahabatdikbud', 'mendikbudristek', 'buka', 'temu', 'edwg', 'tekan', 'gotong', 'royong', 'sbg']"
139,sahabatdikbud melanjutkan pertemuan perdana  education working group edwg pada maret lalu kemendikbudristek akan,"['sahabatdikbud', 'melanjutkan', 'pertemuan', 'perdana', 'education', 'working', 'group', 'edwg', 'pada', 'maret', 'lalu', 'kemendikbudristek', 'akan']","['sahabatdikbud', 'melanjutkan', 'pertemuan', 'perdana', 'education', 'working', 'group', 'edwg', 'maret', 'kemendikbudristek']","['sahabatdikbud', 'lanjut', 'temu', 'perdana', 'education', 'working', 'group', 'edwg', 'maret', 'kemendikbudristek']"
140,sahabatdikbud melanjutkan pertemuan perdana  education working group edwg pada maret lalu kemendikbudristek,"['sahabatdikbud', 'melanjutkan', 'pertemuan', 'perdana', 'education', 'working', 'group', 'edwg', 'pada', 'maret', 'lalu', 'kemendikbudristek']","['sahabatdikbud', 'melanjutkan', 'pertemuan', 'perdana', 'education', 'working', 'group', 'edwg', 'maret', 'kemendikbudristek']","['sahabatdikbud', 'lanjut', 'temu', 'perdana', 'education', 'working', 'group', 'edwg', 'maret', 'kemendikbudristek']"
141,sahabatdikbud pertemuan  education working group edwg yg membahas agenda prioritas dan inisiatif kemendik,"['sahabatdikbud', 'pertemuan', 'education', 'working', 'group', 'edwg', 'yg', 'membahas', 'agenda', 'prioritas', 'dan', 'inisiatif', 'kemendik']","['sahabatdikbud', 'pertemuan', 'education', 'working', 'group', 'edwg', 'membahas', 'agenda', 'prioritas', 'inisiatif', 'kemendik']","['sahabatdikbud', 'temu', 'education', 'working', 'group', 'edwg', 'bahas', 'agenda', 'prioritas', 'inisiatif', 'dik']"
142,sahabatdikbud pertemuan  education working group edwg yg membahas agenda prioritas dan inisiatif kemendikbudrist,"['sahabatdikbud', 'pertemuan', 'education', 'working', 'group', 'edwg', 'yg', 'membahas', 'agenda', 'prioritas', 'dan', 'inisiatif', 'kemendikbudrist']","['sahabatdikbud', 'pertemuan', 'education', 'working', 'group', 'edwg', 'membahas', 'agenda', 'prioritas', 'inisiatif', 'kemendikbudrist']","['sahabatdikbud', 'temu', 'education', 'working', 'group', 'edwg', 'bahas', 'agenda', 'prioritas', 'inisiatif', 'kemendikbudrist']"
143,salah satu hal menarik dari daerah ini adalah gugusan vulkaniknya setidaknya terdapat gunung berapi yang pernah ada ,"['salah', 'satu', 'hal', 'menarik', 'dari', 'daerah', 'ini', 'adalah', 'gugusan', 'vulkaniknya', 'setidaknya', 'terdapat', 'gunung', 'berapi', 'yang', 'pernah', 'ada']","['salah', 'menarik', 'daerah', 'gugusan', 'vulkaniknya', 'gunung', 'berapi']","['salah', 'tarik', 'daerah', 'gugus', 'vulkaniknya', 'gunung', 'rap']"
144,salah satu hal menarik dari daerah ini adalah gugusan vulkaniknya setidaknya terdapat gunung berapi yang pernah,"['salah', 'satu', 'hal', 'menarik', 'dari', 'daerah', 'ini', 'adalah', 'gugusan', 'vulkaniknya', 'setidaknya', 'terdapat', 'gunung', 'berapi', 'yang', 'pernah']","['salah', 'menarik', 'daerah', 'gugusan', 'vulkaniknya', 'gunung', 'berapi']","['salah', 'tarik', 'daerah', 'gugus', 'vulkaniknya', 'gunung', 'rap']"
145,salah satu upaya transisi energi telah diterapkan dalam gelaran  yaitu dengan penggunaan kendaraan listrik yang rama,"['salah', 'satu', 'upaya', 'transisi', 'energi', 'telah', 'diterapkan', 'dalam', 'gelaran', 'yaitu', 'dengan', 'penggunaan', 'kendaraan', 'listrik', 'yang', 'rama']","['salah', 'upaya', 'transisi', 'energi', 'diterapkan', 'gelaran', 'penggunaan', 'kendaraan', 'listrik', 'rama']","['salah', 'upaya', 'transisi', 'energi', 'terap', 'gelar', 'guna', 'kendara', 'listrik', 'rama']"
146,sebagai salah satu pengampu dari trade investment and industry working group tiiwg  kementerian investasi,"['sebagai', 'salah', 'satu', 'pengampu', 'dari', 'trade', 'investment', 'and', 'industry', 'working', 'group', 'tiiwg', 'kementerian', 'investasi']","['salah', 'pengampu', 'trade', 'investment', 'and', 'industry', 'working', 'group', 'tiiwg', 'kementerian', 'investasi']","['salah', 'ampu', 'trade', 'investment', 'and', 'industry', 'working', 'group', 'tiiwg', 'menteri', 'investasi']"
147,sebagai salah satu pengampu dari trade investment and industry working group tiiwg  kementerian investasi bkpm,"['sebagai', 'salah', 'satu', 'pengampu', 'dari', 'trade', 'investment', 'and', 'industry', 'working', 'group', 'tiiwg', 'kementerian', 'investasi', 'bkpm']","['salah', 'pengampu', 'trade', 'investment', 'and', 'industry', 'working', 'group', 'tiiwg', 'kementerian', 'investasi', 'bkpm']","['salah', 'ampu', 'trade', 'investment', 'and', 'industry', 'working', 'group', 'tiiwg', 'menteri', 'investasi', 'bkpm']"
148,sebagai seorang insinyur dan pengusaha saya sangat mengagumi dan menikmati kesempatan langka kunjungan ini karena ini,"['sebagai', 'seorang', 'insinyur', 'dan', 'pengusaha', 'saya', 'sangat', 'mengagumi', 'dan', 'menikmati', 'kesempatan', 'langka', 'kunjungan', 'ini', 'karena', 'ini']","['insinyur', 'pengusaha', 'mengagumi', 'menikmati', 'kesempatan', 'langka', 'kunjungan']","['insinyur', 'usaha', 'kagum', 'nikmat', 'sempat', 'langka', 'kunjung']"
149,sebagai seorang insinyur dan pengusaha saya sangat mengagumi dan menikmati kesempatan langka kunjungan ini karena,"['sebagai', 'seorang', 'insinyur', 'dan', 'pengusaha', 'saya', 'sangat', 'mengagumi', 'dan', 'menikmati', 'kesempatan', 'langka', 'kunjungan', 'ini', 'karena']","['insinyur', 'pengusaha', 'mengagumi', 'menikmati', 'kesempatan', 'langka', 'kunjungan']","['insinyur', 'usaha', 'kagum', 'nikmat', 'sempat', 'langka', 'kunjung']"
150,secara khusus presiden jokowi mengundang presiden as joe biden untuk menghadiri konferensi tingkat tinggi ktt  di,"['secara', 'khusus', 'presiden', 'jokowi', 'mengundang', 'presiden', 'as', 'joe', 'biden', 'untuk', 'menghadiri', 'konferensi', 'tingkat', 'tinggi', 'ktt', 'di']","['khusus', 'presiden', 'jokowi', 'mengundang', 'presiden', 'as', 'joe', 'biden', 'menghadiri', 'konferensi', 'tingkat', 'ktt']","['khusus', 'presiden', 'jokowi', 'undang', 'presiden', 'as', 'joe', 'biden', 'hadir', 'konferensi', 'tingkat', 'ktt']"
151,secara khusus presiden jokowi mengundang presiden as joe biden untuk menghadiri konferensi tingkat tinggi ktt ,"['secara', 'khusus', 'presiden', 'jokowi', 'mengundang', 'presiden', 'as', 'joe', 'biden', 'untuk', 'menghadiri', 'konferensi', 'tingkat', 'tinggi', 'ktt']","['khusus', 'presiden', 'jokowi', 'mengundang', 'presiden', 'as', 'joe', 'biden', 'menghadiri', 'konferensi', 'tingkat', 'ktt']","['khusus', 'presiden', 'jokowi', 'undang', 'presiden', 'as', 'joe', 'biden', 'hadir', 'konferensi', 'tingkat', 'ktt']"
152,selain itu kemendikbud juga menginisiasi diskusi untuk memperbarui komitmen global guna meningkatkan pendidikan di unit,"['selain', 'itu', 'kemendikbud', 'juga', 'menginisiasi', 'diskusi', 'untuk', 'memperbarui', 'komitmen', 'global', 'guna', 'meningkatkan', 'pendidikan', 'di', 'unit']","['kemendikbud', 'menginisiasi', 'diskusi', 'memperbarui', 'komitmen', 'global', 'meningkatkan', 'pendidikan', 'unit']","['kemendikbud', 'inisiasi', 'diskusi', 'baru', 'komitmen', 'global', 'tingkat', 'didik', 'unit']"
153,selain itu kemendikbud juga menginisiasi diskusi untuk memperbarui komitmen global guna meningkatkan pendidikan di,"['selain', 'itu', 'kemendikbud', 'juga', 'menginisiasi', 'diskusi', 'untuk', 'memperbarui', 'komitmen', 'global', 'guna', 'meningkatkan', 'pendidikan', 'di']","['kemendikbud', 'menginisiasi', 'diskusi', 'memperbarui', 'komitmen', 'global', 'meningkatkan', 'pendidikan']","['kemendikbud', 'inisiasi', 'diskusi', 'baru', 'komitmen', 'global', 'tingkat', 'didik']"
154,selamat malam temankeu xpertemuan kedua finance ministers and central bank governors fmcbg gindonesia akan berlangs,"['selamat', 'malam', 'temankeu', 'xpertemuan', 'kedua', 'finance', 'ministers', 'and', 'central', 'bank', 'governors', 'fmcbg', 'gindonesia', 'akan', 'berlangs']","['selamat', 'malam', 'temankeu', 'xpertemuan', 'finance', 'ministers', 'and', 'central', 'bank', 'governors', 'fmcbg', 'gindonesia', 'berlangs']","['selamat', 'malam', 'temankeu', 'xpertemuan', 'finance', 'ministers', 'and', 'central', 'bank', 'governors', 'fmcbg', 'gindonesia', 'berlangs']"
