,tweet,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
155,selamat malam temankeuberikut agenda gindonesia di bulan mei recovertogetherrecoverstronger,"['selamat', 'malam', 'temankeuberikut', 'agenda', 'gindonesia', 'di', 'bulan', 'mei', 'recovertogetherrecoverstronger']","['selamat', 'malam', 'temankeuberikut', 'agenda', 'gindonesia', 'mei', 'recovertogetherrecoverstronger']","['selamat', 'malam', 'temankeuberikut', 'agenda', 'gindonesia', 'mei', 'recovertogetherrecoverstronger']"
156,selamat memperingati hari kebangkitan nasional harkitnas ke harkitnas inidiplomasi indonesianway indone,"['selamat', 'memperingati', 'hari', 'kebangkitan', 'nasional', 'harkitnas', 'ke', 'harkitnas', 'inidiplomasi', 'indonesianway', 'indone']","['selamat', 'memperingati', 'kebangkitan', 'nasional', 'harkitnas', 'harkitnas', 'inidiplomasi', 'indonesianway', 'indone']","['selamat', 'ingat', 'bangkit', 'nasional', 'harkitnas', 'harkitnas', 'inidiplomasi', 'indonesianway', 'indone']"
157,selamat memperingati hari kebangkitan nasional harkitnas ke harkitnas inidiplomasi indonesianway,"['selamat', 'memperingati', 'hari', 'kebangkitan', 'nasional', 'harkitnas', 'ke', 'harkitnas', 'inidiplomasi', 'indonesianway']","['selamat', 'memperingati', 'kebangkitan', 'nasional', 'harkitnas', 'harkitnas', 'inidiplomasi', 'indonesianway']","['selamat', 'ingat', 'bangkit', 'nasional', 'harkitnas', 'harkitnas', 'inidiplomasi', 'indonesianway']"
158,selaras dengan tujuan indonesia untuk meninggalkan warisan nyata yang tahan lama dan berkelanjutan women in,"['selaras', 'dengan', 'tujuan', 'indonesia', 'untuk', 'meninggalkan', 'warisan', 'nyata', 'yang', 'tahan', 'lama', 'dan', 'berkelanjutan', 'women', 'in']","['selaras', 'tujuan', 'indonesia', 'meninggalkan', 'warisan', 'nyata', 'tahan', 'berkelanjutan', 'women']","['selaras', 'tuju', 'indonesia', 'tinggal', 'waris', 'nyata', 'tahan', 'lanjut', 'women']"
159,semoga semua ini bisa membawa manfaat untuk indonesia sebagai pemimpin industri elektrifikasi dan kehidupan dengan ikli,"['semoga', 'semua', 'ini', 'bisa', 'membawa', 'manfaat', 'untuk', 'indonesia', 'sebagai', 'pemimpin', 'industri', 'elektrifikasi', 'dan', 'kehidupan', 'dengan', 'ikli']","['semoga', 'membawa', 'manfaat', 'indonesia', 'pemimpin', 'industri', 'elektrifikasi', 'kehidupan', 'ikli']","['moga', 'bawa', 'manfaat', 'indonesia', 'pimpin', 'industri', 'elektrifikasi', 'hidup', 'ikli']"
160,semoga semua ini bisa membawa manfaat untuk indonesia sebagai pemimpin industri elektrifikasi dan kehidupan dengan,"['semoga', 'semua', 'ini', 'bisa', 'membawa', 'manfaat', 'untuk', 'indonesia', 'sebagai', 'pemimpin', 'industri', 'elektrifikasi', 'dan', 'kehidupan', 'dengan']","['semoga', 'membawa', 'manfaat', 'indonesia', 'pemimpin', 'industri', 'elektrifikasi', 'kehidupan']","['moga', 'bawa', 'manfaat', 'indonesia', 'pimpin', 'industri', 'elektrifikasi', 'hidup']"
161,sepertinya di bali saat gindonesiaakan ada keputusan dari yang bisa lebih ,"['sepertinya', 'di', 'bali', 'saat', 'gindonesiaakan', 'ada', 'keputusan', 'dari', 'yang', 'bisa', 'lebih']","['bali', 'gindonesiaakan', 'keputusan']","['bal', 'gindonesiaakan', 'putus']"
162,serta keterampilan masa depan bagi perempuan  empower juga mendapat bantuan dari bcg boston consulting group,"['serta', 'keterampilan', 'masa', 'depan', 'bagi', 'perempuan', 'empower', 'juga', 'mendapat', 'bantuan', 'dari', 'bcg', 'boston', 'consulting', 'group']","['keterampilan', 'perempuan', 'empower', 'bantuan', 'bcg', 'boston', 'consulting', 'group']","['terampil', 'perempuan', 'empower', 'bantu', 'bcg', 'boston', 'consulting', 'group']"
163,sherpa track merupakan forum khusus pada  yang disiapkan untuk membahas isuisu ekonomi non keuangan panduan pe,"['sherpa', 'track', 'merupakan', 'forum', 'khusus', 'pada', 'yang', 'disiapkan', 'untuk', 'membahas', 'isuisu', 'ekonomi', 'non', 'keuangan', 'panduan', 'pe']","['sherpa', 'track', 'forum', 'khusus', 'disiapkan', 'membahas', 'isuisu', 'ekonomi', 'non', 'keuangan', 'panduan', 'pe']","['sherpa', 'track', 'forum', 'khusus', 'siap', 'bahas', 'isuisu', 'ekonomi', 'non', 'uang', 'pandu', 'pe']"
164,sherpa track merupakan forum khusus pada  yang disiapkan untuk membahas isuisu ekonomi non keuangan panduan pembaha,"['sherpa', 'track', 'merupakan', 'forum', 'khusus', 'pada', 'yang', 'disiapkan', 'untuk', 'membahas', 'isuisu', 'ekonomi', 'non', 'keuangan', 'panduan', 'pembaha']","['sherpa', 'track', 'forum', 'khusus', 'disiapkan', 'membahas', 'isuisu', 'ekonomi', 'non', 'keuangan', 'panduan', 'pembaha']","['sherpa', 'track', 'forum', 'khusus', 'siap', 'bahas', 'isuisu', 'ekonomi', 'non', 'uang', 'pandu', 'pembaha']"
165,sherpa track salah satu forum khusus gindonesia,"['sherpa', 'track', 'salah', 'satu', 'forum', 'khusus', 'gindonesia']","['sherpa', 'track', 'salah', 'forum', 'khusus', 'gindonesia']","['sherpa', 'track', 'salah', 'forum', 'khusus', 'gindonesia']"
166,sobatrupiah bi mendorong kerja sama digitalisasi sistem pembayaran antarnegara melalui agenda presidensi gindonesi,"['sobatrupiah', 'bi', 'mendorong', 'kerja', 'sama', 'digitalisasi', 'sistem', 'pembayaran', 'antarnegara', 'melalui', 'agenda', 'presidensi', 'gindonesi']","['sobatrupiah', 'bi', 'mendorong', 'kerja', 'digitalisasi', 'sistem', 'pembayaran', 'antarnegara', 'agenda', 'presidensi', 'gindonesi']","['sobatrupiah', 'bi', 'dorong', 'kerja', 'digitalisasi', 'sistem', 'bayar', 'antarnegara', 'agenda', 'presidensi', 'gindonesi']"
167,sobatrupiah bi mendorong kerja sama digitalisasi sistem pembayaran antarnegara melalui agenda presidensi,"['sobatrupiah', 'bi', 'mendorong', 'kerja', 'sama', 'digitalisasi', 'sistem', 'pembayaran', 'antarnegara', 'melalui', 'agenda', 'presidensi']","['sobatrupiah', 'bi', 'mendorong', 'kerja', 'digitalisasi', 'sistem', 'pembayaran', 'antarnegara', 'agenda', 'presidensi']","['sobatrupiah', 'bi', 'dorong', 'kerja', 'digitalisasi', 'sistem', 'bayar', 'antarnegara', 'agenda', 'presidensi']"
168,sobatrupiah inklusi keuangan merupakan salah satu fokus pembahasan dalam presidensi gindonesia hmmm su,"['sobatrupiah', 'inklusi', 'keuangan', 'merupakan', 'salah', 'satu', 'fokus', 'pembahasan', 'dalam', 'presidensi', 'gindonesia', 'hmmm', 'su']","['sobatrupiah', 'inklusi', 'keuangan', 'salah', 'fokus', 'pembahasan', 'presidensi', 'gindonesia', 'hmmm']","['sobatrupiah', 'inklusi', 'uang', 'salah', 'fokus', 'bahas', 'presidensi', 'gindonesia', 'hmmm']"
169,sobatrupiah inklusi keuangan merupakan salah satu fokus pembahasan dalam presidensi gindonesia hmmm sudah,"['sobatrupiah', 'inklusi', 'keuangan', 'merupakan', 'salah', 'satu', 'fokus', 'pembahasan', 'dalam', 'presidensi', 'gindonesia', 'hmmm', 'sudah']","['sobatrupiah', 'inklusi', 'keuangan', 'salah', 'fokus', 'pembahasan', 'presidensi', 'gindonesia', 'hmmm']","['sobatrupiah', 'inklusi', 'uang', 'salah', 'fokus', 'bahas', 'presidensi', 'gindonesia', 'hmmm']"
170,talk show  safeguarding naturetalk show ii promoting circular economyyuk segera daftarkan dirimu melalui lin,"['talk', 'show', 'safeguarding', 'naturetalk', 'show', 'ii', 'promoting', 'circular', 'economyyuk', 'segera', 'daftarkan', 'dirimu', 'melalui', 'lin']","['talk', 'show', 'safeguarding', 'naturetalk', 'show', 'ii', 'promoting', 'circular', 'economyyuk', 'daftarkan', 'dirimu', 'lin']","['talk', 'show', 'safeguarding', 'naturetalk', 'show', 'ii', 'promoting', 'circular', 'economyyuk', 'daftar', 'diri', 'lin']"
171,talk show  safeguarding naturetalk show ii promoting circular economyyuk segera daftarkan dirimu melalui link ber,"['talk', 'show', 'safeguarding', 'naturetalk', 'show', 'ii', 'promoting', 'circular', 'economyyuk', 'segera', 'daftarkan', 'dirimu', 'melalui', 'link', 'ber']","['talk', 'show', 'safeguarding', 'naturetalk', 'show', 'ii', 'promoting', 'circular', 'economyyuk', 'daftarkan', 'dirimu', 'link', 'ber']","['talk', 'show', 'safeguarding', 'naturetalk', 'show', 'ii', 'promoting', 'circular', 'economyyuk', 'daftar', 'diri', 'link', 'ber']"
172,telaga waja mangrove forest area benoa bay nusa dua bali recovertogetherrecoverstronger gindonesia,"['telaga', 'waja', 'mangrove', 'forest', 'area', 'benoa', 'bay', 'nusa', 'dua', 'bali', 'recovertogetherrecoverstronger', 'gindonesia']","['telaga', 'waja', 'mangrove', 'forest', 'area', 'benoa', 'bay', 'nusa', 'bali', 'recovertogetherrecoverstronger', 'gindonesia']","['telaga', 'waja', 'mangrove', 'forest', 'area', 'benoa', 'bay', 'nusa', 'bal', 'recovertogetherrecoverstronger', 'gindonesia']"
173,terlebih lagi sektor energi merupakan kontributor perubahan iklim paling dominan yang menyumbang hampir dari emisi ,"['terlebih', 'lagi', 'sektor', 'energi', 'merupakan', 'kontributor', 'perubahan', 'iklim', 'paling', 'dominan', 'yang', 'menyumbang', 'hampir', 'dari', 'emisi']","['sektor', 'energi', 'kontributor', 'perubahan', 'iklim', 'dominan', 'menyumbang', 'emisi']","['sektor', 'energi', 'kontributor', 'ubah', 'iklim', 'dominan', 'sumbang', 'emisi']"
174,ternyata ada hubungan dengan bonus demografi dalam beberapa tahun ke depan loh lpsindonesia amanadalps lpsamanadat sa,"['ternyata', 'ada', 'hubungan', 'dengan', 'bonus', 'demografi', 'dalam', 'beberapa', 'tahun', 'ke', 'depan', 'loh', 'lpsindonesia', 'amanadalps', 'lpsamanadat', 'sa']","['hubungan', 'bonus', 'demografi', 'lpsindonesia', 'amanadalps', 'lpsamanadat', 'sa']","['hubung', 'bonus', 'demografi', 'lpsindonesia', 'amanadalps', 'lpsamanadat', 'sa']"
175,terpilih sebagai juru bicara presidensi di  maudy ayunda memaparkan isu transisi energi yang sudah disiapkan,"['terpilih', 'sebagai', 'juru', 'bicara', 'presidensi', 'di', 'maudy', 'ayunda', 'memaparkan', 'isu', 'transisi', 'energi', 'yang', 'sudah', 'disiapkan']","['terpilih', 'juru', 'bicara', 'presidensi', 'maudy', 'ayunda', 'memaparkan', 'isu', 'transisi', 'energi', 'disiapkan']","['pilih', 'juru', 'bicara', 'presidensi', 'maudy', 'ayunda', 'papar', 'isu', 'transisi', 'energi', 'siap']"
176,tertarik pada isu seputar transformasi digital dan inklusi keuangan yuk saksikan seminar internasional igital transf,"['tertarik', 'pada', 'isu', 'seputar', 'transformasi', 'digital', 'dan', 'inklusi', 'keuangan', 'yuk', 'saksikan', 'seminar', 'internasional', 'igital', 'transf']","['tertarik', 'isu', 'seputar', 'transformasi', 'digital', 'inklusi', 'keuangan', 'yuk', 'saksikan', 'seminar', 'internasional', 'igital', 'transf']","['tarik', 'isu', 'putar', 'transformasi', 'digital', 'inklusi', 'uang', 'yuk', 'saksi', 'seminar', 'internasional', 'igital', 'transf']"
177,terus ikuti perkembangan dan informasi terkini seputar pelaksanaan dewg melalui media sosial kami ya xgindonesia pulihbersama,"['terus', 'ikuti', 'perkembangan', 'dan', 'informasi', 'terkini', 'seputar', 'pelaksanaan', 'dewg', 'melalui', 'media', 'sosial', 'kami', 'ya', 'xgindonesia', 'pulihbersama']","['ikuti', 'perkembangan', 'informasi', 'terkini', 'seputar', 'pelaksanaan', 'dewg', 'media', 'sosial', 'xgindonesia', 'pulihbersama']","['ikut', 'kembang', 'informasi', 'kini', 'putar', 'laksana', 'dewg', 'media', 'sosial', 'xgindonesia', 'pulihbersama']"
178,terus ikuti perkembangan dan informasi terkini seputar pelaksanaan dewg melalui media sosial kami ya xgindonesia,"['terus', 'ikuti', 'perkembangan', 'dan', 'informasi', 'terkini', 'seputar', 'pelaksanaan', 'dewg', 'melalui', 'media', 'sosial', 'kami', 'ya', 'xgindonesia']","['ikuti', 'perkembangan', 'informasi', 'terkini', 'seputar', 'pelaksanaan', 'dewg', 'media', 'sosial', 'xgindonesia']","['ikut', 'kembang', 'informasi', 'kini', 'putar', 'laksana', 'dewg', 'media', 'sosial', 'xgindonesia']"
179,timmarves yuk kita kunjungi salah satu lokasi acara untuk mempromosikan produk umkm yaitu bali co,"['timmarves', 'yuk', 'kita', 'kunjungi', 'salah', 'satu', 'lokasi', 'acara', 'untuk', 'mempromosikan', 'produk', 'umkm', 'yaitu', 'bali', 'co']","['timmarves', 'yuk', 'kunjungi', 'salah', 'lokasi', 'acara', 'mempromosikan', 'produk', 'umkm', 'bali', 'co']","['timmarves', 'yuk', 'kunjung', 'salah', 'lokasi', 'acara', 'promosi', 'produk', 'umkm', 'bal', 'co']"
180,timmarves yuk kita kunjungi salah satu lokasi acara untuk mempromosikan produk umkm yaitu bali collect,"['timmarves', 'yuk', 'kita', 'kunjungi', 'salah', 'satu', 'lokasi', 'acara', 'untuk', 'mempromosikan', 'produk', 'umkm', 'yaitu', 'bali', 'collect']","['timmarves', 'yuk', 'kunjungi', 'salah', 'lokasi', 'acara', 'mempromosikan', 'produk', 'umkm', 'bali', 'collect']","['timmarves', 'yuk', 'kunjung', 'salah', 'lokasi', 'acara', 'promosi', 'produk', 'umkm', 'bal', 'collect']"
181,transisi energi berkelanjutan merupakan salah satu isu prioritas yang diangkat pada forum presidensi  indonesia foru,"['transisi', 'energi', 'berkelanjutan', 'merupakan', 'salah', 'satu', 'isu', 'prioritas', 'yang', 'diangkat', 'pada', 'forum', 'presidensi', 'indonesia', 'foru']","['transisi', 'energi', 'berkelanjutan', 'salah', 'isu', 'prioritas', 'diangkat', 'forum', 'presidensi', 'indonesia', 'foru']","['transisi', 'energi', 'lanjut', 'salah', 'isu', 'prioritas', 'angkat', 'forum', 'presidensi', 'indonesia', 'foru']"
182,tujuan kegiatan ini yakni membuka wawasan tentang peran perempuan dalam usaha kecil menengah hingga mengidentifi,"['tujuan', 'kegiatan', 'ini', 'yakni', 'membuka', 'wawasan', 'tentang', 'peran', 'perempuan', 'dalam', 'usaha', 'kecil', 'menengah', 'hingga', 'mengidentifi']","['tujuan', 'kegiatan', 'membuka', 'wawasan', 'peran', 'perempuan', 'usaha', 'menengah', 'mengidentifi']","['tuju', 'giat', 'buka', 'wawas', 'peran', 'perempuan', 'usaha', 'tengah', 'mengidentifi']"
183,umkm merupakan salah satu sektor yg paling terdampak oleh pandemi utk pulihbersama presidensi gindonesia mene,"['umkm', 'merupakan', 'salah', 'satu', 'sektor', 'yg', 'paling', 'terdampak', 'oleh', 'pandemi', 'utk', 'pulihbersama', 'presidensi', 'gindonesia', 'mene']","['umkm', 'salah', 'sektor', 'terdampak', 'pandemi', 'pulihbersama', 'presidensi', 'gindonesia', 'mene']","['umkm', 'salah', 'sektor', 'dampak', 'pandemi', 'pulihbersama', 'presidensi', 'gindonesia', 'mene']"
184,umkm merupakan salah satu sektor yg paling terdampak oleh pandemi utk pulihbersama presidensi gindonesia menetapk,"['umkm', 'merupakan', 'salah', 'satu', 'sektor', 'yg', 'paling', 'terdampak', 'oleh', 'pandemi', 'utk', 'pulihbersama', 'presidensi', 'gindonesia', 'menetapk']","['umkm', 'salah', 'sektor', 'terdampak', 'pandemi', 'pulihbersama', 'presidensi', 'gindonesia', 'menetapk']","['umkm', 'salah', 'sektor', 'dampak', 'pandemi', 'pulihbersama', 'presidensi', 'gindonesia', 'menetapk']"
185,update kasus covid di thailand per mei pada hari ini terdapat kasus baru orang sembuh dan,"['update', 'kasus', 'covid', 'di', 'thailand', 'per', 'mei', 'pada', 'hari', 'ini', 'terdapat', 'kasus', 'baru', 'orang', 'sembuh', 'dan']","['update', 'covid', 'thailand', 'mei', 'orang', 'sembuh']","['update', 'covid', 'thailand', 'mei', 'orang', 'sembuh']"
186,unjuk rasa yang diikuti ribuan pekerja yang tergabung dalam serikat pekerja freeport itu sekaligus menandai aksi mo,"['unjuk', 'rasa', 'yang', 'diikuti', 'ribuan', 'pekerja', 'yang', 'tergabung', 'dalam', 'serikat', 'pekerja', 'freeport', 'itu', 'sekaligus', 'menandai', 'aksi', 'mo']","['unjuk', 'diikuti', 'ribuan', 'pekerja', 'tergabung', 'serikat', 'pekerja', 'freeport', 'menandai', 'aksi']","['unjuk', 'ikut', 'ribu', 'kerja', 'gabung', 'serikat', 'kerja', 'freeport', 'tanda', 'aksi']"
187,unjuk rasa yang diikuti ribuan pekerja yang tergabung dalam serikat pekerja freeport itu sekaligus menandai aksi mogok ke,"['unjuk', 'rasa', 'yang', 'diikuti', 'ribuan', 'pekerja', 'yang', 'tergabung', 'dalam', 'serikat', 'pekerja', 'freeport', 'itu', 'sekaligus', 'menandai', 'aksi', 'mogok', 'ke']","['unjuk', 'diikuti', 'ribuan', 'pekerja', 'tergabung', 'serikat', 'pekerja', 'freeport', 'menandai', 'aksi', 'mogok']","['unjuk', 'ikut', 'ribu', 'kerja', 'gabung', 'serikat', 'kerja', 'freeport', 'tanda', 'aksi', 'mogok']"
188,untuk itu setiap negara memerlukan kerangka inklusi keuangan untuk mendorong digitalisasi yang berdampak pada peni,"['untuk', 'itu', 'setiap', 'negara', 'memerlukan', 'kerangka', 'inklusi', 'keuangan', 'untuk', 'mendorong', 'digitalisasi', 'yang', 'berdampak', 'pada', 'peni']","['negara', 'kerangka', 'inklusi', 'keuangan', 'mendorong', 'digitalisasi', 'berdampak', 'peni']","['negara', 'kerangka', 'inklusi', 'uang', 'dorong', 'digitalisasi', 'dampak', 'peni']"
189,untuk itu setiap negara memerlukan kerangka inklusi keuangan untuk mendorong digitalisasi yang berdampak pada peningkat,"['untuk', 'itu', 'setiap', 'negara', 'memerlukan', 'kerangka', 'inklusi', 'keuangan', 'untuk', 'mendorong', 'digitalisasi', 'yang', 'berdampak', 'pada', 'peningkat']","['negara', 'kerangka', 'inklusi', 'keuangan', 'mendorong', 'digitalisasi', 'berdampak', 'peningkat']","['negara', 'kerangka', 'inklusi', 'uang', 'dorong', 'digitalisasi', 'dampak', 'tingkat']"
190,versi budaya jawa dengan thailand nihh numpang rame di gindonesia thailandopen thailand wayang polisi,"['versi', 'budaya', 'jawa', 'dengan', 'thailand', 'nihh', 'numpang', 'rame', 'di', 'gindonesia', 'thailandopen', 'thailand', 'wayang', 'polisi']","['versi', 'budaya', 'jawa', 'thailand', 'nihh', 'numpang', 'rame', 'gindonesia', 'thailandopen', 'thailand', 'wayang', 'polisi']","['versi', 'budaya', 'jawa', 'thailand', 'nihh', 'numpang', 'rame', 'gindonesia', 'thailandopen', 'thailand', 'wayang', 'polisi']"
191, sispreneur merupakan program inkubasi umkm milik perempuan dari yang bertujuan untuk membantu,"['sispreneur', 'merupakan', 'program', 'inkubasi', 'umkm', 'milik', 'perempuan', 'dari', 'yang', 'bertujuan', 'untuk', 'membantu']","['sispreneur', 'program', 'inkubasi', 'umkm', 'milik', 'perempuan', 'bertujuan', 'membantu']","['sispreneur', 'program', 'inkubasi', 'umkm', 'milik', 'perempuan', 'tuju', 'bantu']"
192,xl axiata bangga dapat menjadi bagian dalam acara yg diselenggarakan oleh  empower perempuan di ukm sebagai pe,"['xl', 'axiata', 'bangga', 'dapat', 'menjadi', 'bagian', 'dalam', 'acara', 'yg', 'diselenggarakan', 'oleh', 'empower', 'perempuan', 'di', 'ukm', 'sebagai', 'pe']","['xl', 'axiata', 'bangga', 'acara', 'diselenggarakan', 'empower', 'perempuan', 'ukm', 'pe']","['xl', 'axiata', 'bangga', 'acara', 'selenggara', 'empower', 'perempuan', 'ukm', 'pe']"
193,xl axiata bangga dapat menjadi bagian dalam acara yg diselenggarakan oleh  empower perempuan di ukm sebagai pengge,"['xl', 'axiata', 'bangga', 'dapat', 'menjadi', 'bagian', 'dalam', 'acara', 'yg', 'diselenggarakan', 'oleh', 'empower', 'perempuan', 'di', 'ukm', 'sebagai', 'pengge']","['xl', 'axiata', 'bangga', 'acara', 'diselenggarakan', 'empower', 'perempuan', 'ukm', 'pengge']","['xl', 'axiata', 'bangga', 'acara', 'selenggara', 'empower', 'perempuan', 'ukm', 'pengge']"
194,yuk bergabung dalam kegiatan nd side event  development working group dwg dengan temamemperkuat daya sain,"['yuk', 'bergabung', 'dalam', 'kegiatan', 'nd', 'side', 'event', 'development', 'working', 'group', 'dwg', 'dengan', 'temamemperkuat', 'daya', 'sain']","['yuk', 'bergabung', 'kegiatan', 'nd', 'side', 'event', 'development', 'working', 'group', 'dwg', 'temamemperkuat', 'daya', 'sain']","['yuk', 'gabung', 'giat', 'nd', 'side', 'event', 'development', 'working', 'group', 'dwg', 'temamemperkuat', 'daya', 'sain']"
195,yuk bergabung dalam kegiatan nd side event  development working group dwg dengan temamemperkuat daya saing umk,"['yuk', 'bergabung', 'dalam', 'kegiatan', 'nd', 'side', 'event', 'development', 'working', 'group', 'dwg', 'dengan', 'temamemperkuat', 'daya', 'saing', 'umk']","['yuk', 'bergabung', 'kegiatan', 'nd', 'side', 'event', 'development', 'working', 'group', 'dwg', 'temamemperkuat', 'daya', 'saing', 'umk']","['yuk', 'gabung', 'giat', 'nd', 'side', 'event', 'development', 'working', 'group', 'dwg', 'temamemperkuat', 'daya', 'saing', 'umk']"
196,yuk jadi bagian dari  dengan mengikuti nd side event yang diadakan oleh  empower dengan tema,"['yuk', 'jadi', 'bagian', 'dari', 'dengan', 'mengikuti', 'nd', 'side', 'event', 'yang', 'diadakan', 'oleh', 'empower', 'dengan', 'tema']","['yuk', 'mengikuti', 'nd', 'side', 'event', 'diadakan', 'empower', 'tema']","['yuk', 'ikut', 'nd', 'side', 'event', 'ada', 'empower', 'tema']"
197,yuk jadi bagian dari  dengan mengikuti nd side event yang diadakan oleh  empower dengan temarebu,"['yuk', 'jadi', 'bagian', 'dari', 'dengan', 'mengikuti', 'nd', 'side', 'event', 'yang', 'diadakan', 'oleh', 'empower', 'dengan', 'temarebu']","['yuk', 'mengikuti', 'nd', 'side', 'event', 'diadakan', 'empower', 'temarebu']","['yuk', 'ikut', 'nd', 'side', 'event', 'ada', 'empower', 'temarebu']"
198,yuk sahabatbahari kita dukung kegiatan dewg  dan kenalkan kuliner daerah kepada dunia gindonesia gkkp kkpaccele,"['yuk', 'sahabatbahari', 'kita', 'dukung', 'kegiatan', 'dewg', 'dan', 'kenalkan', 'kuliner', 'daerah', 'kepada', 'dunia', 'gindonesia', 'gkkp', 'kkpaccele']","['yuk', 'sahabatbahari', 'dukung', 'kegiatan', 'dewg', 'kenalkan', 'kuliner', 'daerah', 'dunia', 'gindonesia', 'gkkp', 'kkpaccele']","['yuk', 'sahabatbahari', 'dukung', 'giat', 'dewg', 'kenal', 'kuliner', 'daerah', 'dunia', 'gindonesia', 'gkkp', 'kkpaccele']"
199,yuk sahabatbahari kita dukung kegiatan dewg  dan kenalkan kuliner daerah kepada dunia gindonesia gkkp,"['yuk', 'sahabatbahari', 'kita', 'dukung', 'kegiatan', 'dewg', 'dan', 'kenalkan', 'kuliner', 'daerah', 'kepada', 'dunia', 'gindonesia', 'gkkp']","['yuk', 'sahabatbahari', 'dukung', 'kegiatan', 'dewg', 'kenalkan', 'kuliner', 'daerah', 'dunia', 'gindonesia', 'gkkp']","['yuk', 'sahabatbahari', 'dukung', 'giat', 'dewg', 'kenal', 'kuliner', 'daerah', 'dunia', 'gindonesia', 'gkkp']"
200,yuk simak video berikut untuk tau lebih lanjut mengenai pasar ekologis argowijil yogyakarta,"['yuk', 'simak', 'video', 'berikut', 'untuk', 'tau', 'lebih', 'lanjut', 'mengenai', 'pasar', 'ekologis', 'argowijil', 'yogyakarta']","['yuk', 'simak', 'video', 'pasar', 'ekologis', 'argowijil', 'yogyakarta']","['yuk', 'simak', 'video', 'pasar', 'ekologis', 'argowijil', 'yogyakarta']"
201,dengan memastikan bahwa sistem moneter secara fundamental tetap berlaku sebagai barang publik termasuk harus menjaga,"['dengan', 'memastikan', 'bahwa', 'sistem', 'moneter', 'secara', 'fundamental', 'tetap', 'berlaku', 'sebagai', 'barang', 'publik', 'termasuk', 'harus', 'menjaga']","['sistem', 'moneter', 'fundamental', 'berlaku', 'barang', 'publik', 'menjaga']","['sistem', 'moneter', 'fundamental', 'laku', 'barang', 'publik', 'jaga']"
202,kepada uratas pencerahan agama islam yang menyejukan mencerdaskan dan inklusif aaamiiin llohumma aaamiiin,"['kepada', 'uratas', 'pencerahan', 'agama', 'islam', 'yang', 'menyejukan', 'mencerdaskan', 'dan', 'inklusif', 'aaamiiin', 'llohumma', 'aaamiiin']","['uratas', 'pencerahan', 'agama', 'islam', 'menyejukan', 'mencerdaskan', 'inklusif', 'aaamiiin', 'llohumma', 'aaamiiin']","['uratas', 'cerah', 'agama', 'islam', 'sejuk', 'cerdas', 'inklusif', 'aaamiiin', 'llohumma', 'aaamiiin']"
203,ndonesiamaju kamibersamajokowi jokowidodo indonesiamaju indonesiamaju gindonesia,"['ndonesiamaju', 'kamibersamajokowi', 'jokowidodo', 'indonesiamaju', 'indonesiamaju', 'gindonesia']","['ndonesiamaju', 'kamibersamajokowi', 'jokowidodo', 'indonesiamaju', 'indonesiamaju', 'gindonesia']","['ndonesiamaju', 'kamibersamajokowi', 'jokowidodo', 'indonesiamaju', 'indonesiamaju', 'gindonesia']"
204,tidak hanya berupaya mewujudkan transformasi digital di dalam negeri namun juga memperjuangkannya pada meja,"['tidak', 'hanya', 'berupaya', 'mewujudkan', 'transformasi', 'digital', 'di', 'dalam', 'negeri', 'namun', 'juga', 'memperjuangkannya', 'pada', 'meja']","['berupaya', 'mewujudkan', 'transformasi', 'digital', 'negeri', 'memperjuangkannya', 'meja']","['upaya', 'wujud', 'transformasi', 'digital', 'negeri', 'juang', 'meja']"
205,untuk mempromosikan strategi percepatan inklusi keuanganvideo belajartanpabataskitapemelajarumkm,"['untuk', 'mempromosikan', 'strategi', 'percepatan', 'inklusi', 'keuanganvideo', 'belajartanpabataskitapemelajarumkm']","['mempromosikan', 'strategi', 'percepatan', 'inklusi', 'keuanganvideo', 'belajartanpabataskitapemelajarumkm']","['promosi', 'strategi', 'cepat', 'inklusi', 'keuanganvideo', 'belajartanpabataskitapemelajarumkm']"
206,untuk mempromosikan strategi percepatan inklusi keuanganvideo belajartanpabataskitapemelajarumkmgindonesia,"['untuk', 'mempromosikan', 'strategi', 'percepatan', 'inklusi', 'keuanganvideo', 'belajartanpabataskitapemelajarumkmgindonesia']","['mempromosikan', 'strategi', 'percepatan', 'inklusi', 'keuanganvideo', 'belajartanpabataskitapemelajarumkmgindonesia']","['promosi', 'strategi', 'cepat', 'inklusi', 'keuanganvideo', 'belajartanpabataskitapemelajarumkmgindonesia']"
